"id",id2,"unique_id","genus","species","sex",observedIT_mu,conversion_factor,ITlength_mm,head_width,head_length,head_depth,"tongue_type",cardo_mm,prementum_mm,glossa_mm,glossa_in_prem,tongue_mm,"measured_by","project","old_uniqueID","pixel_update","notes","note_2","X_val"
"111_tongue2014_111",111,"tongue2014_111","Osmia","taurus","female",NULL,NULL,2.864146226,3.443334367,2.747088458,NULL,"",NULL,1.967394822,3.39280179,NULL,NULL,"J.Zientek","tongue2014","","","measured glossa that was curled▀дсo measurement was not one straight line_ but a sequence of joined lines","",""
"1110_7108",1110,"7108","Augochlorella","aurata","female",49,3,1.633333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2010",NULL,NULL,"",NULL,NULL
"1111_7955",1111,"7955","Augochlorella","aurata","female",47,3,1.566666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2010",NULL,NULL,"",NULL,NULL
"1112_3183",1112,"3183","Andrena","mandibularis","female",45,2,2.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1113_765",1113,"765","Andrena","mandibularis","female",42,2,2.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1114_437",1114,"437","Andrena","mandibularis","female",45,2,2.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1115_1515",1115,"1515","Andrena","mandibularis","female",43,2,2.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1116_3340",1116,"3340","Andrena","mandibularis","female",43,2,2.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1117_2145",1117,"2145","Andrena","mandibularis","male",35,2,1.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1118_2551",1118,"2551","Andrena","mandibularis","male",33,2,1.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1119_2612",1119,"2612","Andrena","nuda","female",45,2,2.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"112_2132",112,"2132","Augochloropsis","metallica","female",1.76,1,1.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"112_tongue2014_112",112,"tongue2014_112","Andrena","wilkella","female",NULL,NULL,2.369042793,3.62377671,3.02822126,NULL,"",NULL,1.665194006,0.469738929,NULL,NULL,"J.Zientek","tongue2014","","","","",""
"1120_3430",1120,"3430","Andrena","nuda","female",42,2,2.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1121_2613",1121,"2613","Andrena","nuda","female",43,2,2.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1122_2614",1122,"2614","Andrena","nuda","female",47,2,2.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1123_1776",1123,"1776","Andrena","nuda","female",42,2,2.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1124_140",1124,"140","Andrena","nuda","male",37,2,1.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1125_2560",1125,"2560","Andrena","nuda","male",31,2,1.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1126_937",1126,"937","Andrena","robertsonii","female",37,2,1.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1127_2692",1127,"2692","Andrena","robertsonii","female",36,2,1.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1128_936",1128,"936","Andrena","robertsonii","female",33,2,1.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1129_968",1129,"968","Andrena","robertsonii","female",36,2,1.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"113_2001",113,"2001","Augochloropsis","metallica","female",2.05,1,2.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"113_tongue2014_113",113,"tongue2014_113","Nomada","imbricata","female",NULL,NULL,1.877536422,2.911652298,1.886248054,NULL,"",NULL,1.467806985,1.642109458,NULL,NULL,"J.Zientek","tongue2014","","","","",""
"1130_1225",1130,"1225","Andrena","robertsonii","male",35,2,1.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1131_1509",1131,"1509","Andrena","robertsonii","male",32,2,1.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1132_1023",1132,"1023","Andrena","rugosa","female",42,2,2.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1133_2687",1133,"2687","Andrena","rugosa","female",46,2,2.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1134_536",1134,"536","Andrena","rugosa","female",47,2,2.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1135_185",1135,"185","Andrena","rugosa","female",46,2,2.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1136_835",1136,"835","Andrena","rugosa","female",49,2,2.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1137_1055",1137,"1055","Andrena","rugosa","male",47,2,2.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1138_796",1138,"796","Andrena","rugosa","male",36,2,1.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1139_303",1139,"303","Andrena","ziziae","female",39,3,1.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"114_2554",114,"2554","Bombus","fervidus","female",3.23,1,3.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"114_tongue2014_114",114,"tongue2014_114","Megachile","centuncularis","female",NULL,NULL,3.154857565,3.687638168,2.722413165,NULL,"",NULL,1.475154391,2.731077109,NULL,NULL,"J.Zientek","tongue2014","","","","",""
"1140_467",1140,"467","Andrena","ziziae","female",38,3,1.266666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1141_615",1141,"615","Andrena","ziziae","female",40,3,1.333333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1142_622",1142,"622","Andrena","ziziae","female",41,3,1.366666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1143_304",1143,"304","Andrena","ziziae","female",40,3,1.333333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1144_302",1144,"302","Andrena","ziziae","male",36,3,1.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1145_2173",1145,"2173","Lasioglossum","ephialtum","female",41,3,1.366666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1146_1757",1146,"1757","Lasioglossum","ephialtum","female",39,3,1.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1147_3613",1147,"3613","Lasioglossum","ephialtum","female",37,3,1.233333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1148_3615",1148,"3615","Lasioglossum","ephialtum","female",37,3,1.233333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1149_3471",1149,"3471","Lasioglossum","ephialtum","female",38,3,1.266666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"115_2551",115,"2551","Bombus","fervidus","female",3.63,1,3.63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"115_tongue2014_115",115,"tongue2014_115","Osmia","pumila","female",NULL,NULL,1.923409169,2.572525403,2.321463486,NULL,"",NULL,1.514011847,2.058607797,NULL,NULL,"J.Zientek","tongue2014","","","used tongue 115 x3 best▀дЖot the glossa to uncurl","",""
"1150_3469",1150,"3469","Lasioglossum","ephialtum","female",35,3,1.166666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1151_505",1151,"505","Lasioglossum","foxii","female",43,3,1.433333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"counted antennae",NULL,NULL
"1152_120",1152,"120","Lasioglossum","foxii","unknown",43,3,1.433333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"no head",NULL,NULL
"1153_1092",1153,"1092","Lasioglossum","obscurum","female",43,3,1.433333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1154_2882",1154,"2882","Lasioglossum","obscurum","female",38,3,1.266666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1155_3170",1155,"3170","Lasioglossum","obscurum","female",37,3,1.233333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1156_3171",1156,"3171","Lasioglossum","obscurum","female",39,3,1.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"counted antennae",NULL,NULL
"1157_3225",1157,"3225","Lasioglossum","obscurum","female",39,3,1.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1158_409",1158,"409","Lasioglossum","quebecense","female",50,3,1.666666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1159_2770",1159,"2770","Lasioglossum","quebecense","female",54,3,1.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"116_2553",116,"2553","Bombus","fervidus","female",2.75,1,2.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"116_tongue2014_116",116,"tongue2014_116","Nomada","pygmaea","male",NULL,NULL,1.065728115,1.879931056,1.519453424,NULL,"",NULL,0.976587765,1.021882121,NULL,NULL,"J.Zientek","tongue2014","","","","",""
"1160_1859",1160,"1859","Lasioglossum","quebecense","female",49,3,1.633333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1161_1858",1161,"1858","Lasioglossum","quebecense","female",50,3,1.666666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"counted antennae",NULL,NULL
"1162_253",1162,"253","Lasioglossum","quebecense","female",45,3,1.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1163_411",1163,"411","Lasioglossum","quebecense","female",46,3,1.533333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1164_252",1164,"252","Lasioglossum","quebecense","female",49,3,1.633333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NJPA2006",NULL,NULL,"",NULL,NULL
"1165_7641",1165,"7641","Melissodes","desponsus","female",68,2,3.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NFWF2006",NULL,NULL,"",NULL,NULL
"1166_8438",1166,"8438","Melissodes","desponsus","female",70,2,3.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NFWF2006",NULL,NULL,"",NULL,NULL
"1167_8099",1167,"8099","Melissodes","desponsus","female",69,2,3.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NFWF2006",NULL,NULL,"",NULL,NULL
"1168_6809",1168,"6809","Melissodes","desponsus","male",64,2,3.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MKS","NFWF2006",NULL,NULL,"",NULL,NULL
"1169_HTCH0020098",1169,"HTCH0020098","Andrena","rufosignata","female",27,1,2.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","apple_cornell",NULL,NULL,"Cornell",NULL,NULL
"117_2552",117,"2552","Bombus","fervidus","female",3.13,1,3.13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"117_tongue2014_117",117,"tongue2014_117","Andrena","imitatrix","female",NULL,NULL,1.893508599,2.76934357,2.199447838,NULL,"",NULL,1.126895185,0.33757958,NULL,NULL,"J.Zientek","tongue2014","","","","",""
"1170_HTCH004646",1170,"HTCH004646","Andrena","rufosignata","female",25,1,2.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","apple_cornell",NULL,NULL,"Cornell",NULL,NULL
"1171_HTCH002258",1171,"HTCH002258","Andrena","rufosignata","female",25,1,2.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","apple_cornell",NULL,NULL,"Cornell",NULL,NULL
"1172_5519",1172,"5519","Lasioglossum","nigroviride","female",35,2,1.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","apple_cornell",NULL,NULL,"Cornell",NULL,NULL
"1173_3448",1173,"3448","Lasioglossum","leucocomum","female",27,2,1.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","apple_cornell",NULL,NULL,"Cornell",NULL,NULL
"1174_4528",1174,"4528","Nomada","imbricata","female",43,2,2.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","apple_cornell",NULL,NULL,"Cornell",NULL,NULL
"1175_4343",1175,"4343","Andrena","bisalicis","female",46,2,2.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","apple_cornell",NULL,NULL,"Cornell",NULL,NULL
"1176_1971",1176,"1971","Andrena","bisalicis","female",40,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","apple_cornell",NULL,NULL,"Cornell",NULL,NULL
"1177_1547",1177,"1547","Andrena","bisalicis","female",48,2,2.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","apple_cornell",NULL,NULL,"Cornell",NULL,NULL
"1178_1636",1178,"1636","Bombus","ternarius","queen",60,1,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","apple_cornell",NULL,NULL,"Cornell",NULL,NULL
"1179_4482",1179,"4482","Bombus","ternarius","queen",63,1,6.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","apple_cornell",NULL,NULL,"Cornell",NULL,NULL
"118_2546",118,"2546","Bombus","fervidus","female",3.31,1,3.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"118_tongue2014_118",118,"tongue2014_118","Andrena","morrisonella","female",NULL,NULL,1.994379592,2.768250146,2.278320895,NULL,"",NULL,1.157463391,0.372650073,NULL,NULL,"J.Zientek","tongue2014","","","","",""
"1180_1156",1180,"1156","Bombus","ternarius","queen",59,1,5.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","apple_cornell",NULL,NULL,"Cornell",NULL,NULL
"1181_7257",1181,"7257","Bombus","terricola","queen",66,1,6.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","apple_cornell",NULL,NULL,"Cornell",NULL,NULL
"1182_8906",1182,"8906","Bombus","terricola","queen",71,1,7.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","apple_cornell",NULL,NULL,"Cornell",NULL,NULL
"1183_CUIC_ENT 10253",1183,"CUIC_ENT 10253","Andrena","braccata","female",63,2,3.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1184_10254",1184,"10254","Andrena","braccata","male",50,2,2.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1185_10252",1185,"10252","Andrena","braccata","female",62,2,3.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1186_10251",1186,"10251","Andrena","braccata","female",55,2,2.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1187_10250",1187,"10250","Andrena","braccata","female",63,2,3.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1188_12433",1188,"12433","Andrena","frigida","female",62,2,3.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1189_12432",1189,"12432","Andrena","frigida","female",50,2,2.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"119_2691",119,"2691","Bombus","fervidus","female",2.77,1,2.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"119_tongue2014_119",119,"tongue2014_119","Andrena","wilkella","female",NULL,NULL,2.543663757,3.564759021,3.095322117,NULL,"",NULL,1.809764522,0.442843177,NULL,NULL,"J.Zientek","tongue2014","","","","",""
"1190_12431",1190,"12431","Andrena","frigida","female",60,2,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1191_12428",1191,"12428","Andrena","frigida","female",59,2,2.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1192_12429",1192,"12429","Andrena","frigida","male",45,2,2.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1193_9776",1193,"9776","Andrena","frigida","male",50,2,2.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1194_9790",1194,"9790","Andrena","frigida","male",47,2,2.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1195_10060",1195,"10060","Andrena","distans","female",40,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1196_10056",1196,"10056","Andrena","distans","female",41,2,2.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1197_10055",1197,"10055","Andrena","distans","female",43,2,2.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1198_10040",1198,"10040","Andrena","distans","male",38,2,1.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1199_10035",1199,"10035","Andrena","distans","male",33,2,1.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"12_1551",12,"1551","Agapostemon","texanus","female",1.71,1,1.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"12_tongue2014_12",12,"tongue2014_12","Colletes","inaequalis","female",NULL,NULL,3.138,2.203881147,2.135754991,NULL,"",NULL,1.852648234,0.549421552,NULL,NULL,"J.Zientek","tongue2014","","","","",""
"120_1244",120,"1244","Bombus","fervidus","female",3.19,1,3.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"120_tongue2014_120",120,"tongue2014_120","Andrena","nasonii","female",NULL,NULL,1.517441999,2.424345904,1.961501909,NULL,"",NULL,1.194932777,0.247297946,NULL,NULL,"J.Zientek","tongue2014","","","started rounding pixels to nearest whole pixel here","",""
"1200_1091",1200,"1091","Andrena","asteris","female",59,2,2.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1201_10900",1201,"10900","Andrena","asteris","female",60,2,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1202_20899",1202,"20899","Andrena","asteris","female",55,2,2.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1203_10896",1203,"10896","Andrena","asteris","male",45,2,2.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1204_10905",1204,"10905","Andrena","alleghaniensis","male",40,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1205_10128",1205,"10128","Andrena","alleghaniensis","female",45,2,2.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1206_10127",1206,"10127","Andrena","alleghaniensis","female",49,2,2.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1207_10124",1207,"10124","Andrena","alleghaniensis","female",45,2,2.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1208_10361",1208,"10361","Andrena","brevipalpis","female",35,2,1.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1209_10360",1209,"10360","Andrena","brevipalpis","female",39,2,1.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"121_1293",121,"1293","Bombus","fervidus","female",4.51,1,4.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"1210_10359",1210,"10359","Andrena","brevipalpis","female",38,2,1.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1211_10357",1211,"10357","Andrena","brevipalpis","female",40,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1212_12388",1212,"12388","Andrena","ceanothi","female",50,2,2.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1213_12387",1213,"12387","Andrena","ceanothi","female",55,2,2.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1214_12386",1214,"12386","Andrena","ceanothi","female",50,2,2.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1215_12384",1215,"12384","Andrena","ceanothi","male",35,2,1.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1216_10434",1216,"10434","Andrena","canadensis","female",38,2,1.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1217_10427",1217,"10427","Andrena","canadensis","female",41,2,2.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1218_10426",1218,"10426","Andrena","canadensis","female",40,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1219_10435",1219,"10435","Andrena","canadensis","male",35,2,1.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"122_1433",122,"1433","Bombus","fervidus","female",5.55,1,5.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
