"id",id2,"unique_id","genus","species","sex",observedIT_mu,conversion_factor,ITlength_mm,head_width,head_length,head_depth,"tongue_type",cardo_mm,prementum_mm,glossa_mm,glossa_in_prem,tongue_mm,"measured_by","project","old_uniqueID","pixel_update","notes","note_2","X_val"
"413_1576.1",413,"1576.1","Nomada","lepida","female",1.4,1,1.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"414_1813",414,"1813","Nomada","luteola","female",2.05,1,2.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"415_1878",415,"1878","Nomada","luteola","female",1.5,1,1.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"416_878.1",416,"878.1","Nomada","ovata","female",1.25,1,1.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"417_1100.2",417,"1100.2","Nomada","ovata","female",1.21,1,1.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"418_1140.1",418,"1140.1","Nomada","ovata","female",1.2,1,1.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"419_1614.7",419,"1614.7","Nomada","ovata","female",1.3,1,1.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"42_1231",42,"1231","Andrena","bradleyi","female",2.1,1,2.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"42_tongue2014_42",42,"tongue2014_42","Colletes","inaequalis","female",NULL,NULL,3.065,3.954,3.001,NULL,"",NULL,2.261166729,0.6156,NULL,NULL,"J.Zientek","tongue2014","","sum of parts. /2 (x2 mag)","prementum broken. Took sum of pieces. The result doesn't seem correct. Not sure if this bee can be used in the data","yellow_p",""
"420_959.1",420,"959.1","Nomada","ovata","female",1.23,1,1.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"421_606",421,"606","Nomada","ovata","female",1.49,1,1.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"422_1213.1",422,"1213.1","Nomada","pygmaea","female",1.41,1,1.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"423_1637.1",423,"1637.1","Nomada","pygmaea","female",1.39,1,1.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"424_1646.2",424,"1646.2","Nomada","pygmaea","female",1.25,1,1.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"425_1251.1",425,"1251.1","Nomada","pygmaea","female",1.11,1,1.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"426_978.1",426,"978.1","Nomada","pygmaea","female",1.15,1,1.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"427_1251.2",427,"1251.2","Nomada","pygmaea","female",2.43,1,2.43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"428_1646.1",428,"1646.1","Nomada","sayi","female",2.05,0.5,1.025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"429_915.2",429,"915.2","Nomada","imbricata","male",1.43,1,1.43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"43_2054",43,"2054","Andrena","cressonii","female",2,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"43_tongue2014_43",43,"tongue2014_43","Colletes","validus","male",NULL,NULL,2.488,3.392,3.268,NULL,"",NULL,2.075405436,0.613536497,NULL,NULL,"J.Zientek","tongue2014","","","","",""
"430_1768",430,"1768","Osmia","georgica","female",2.25,1,2.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"431_1825",431,"1825","Osmia","georgica","female",1.65,1,1.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"432_718",432,"718","Osmia","georgica","female",1.77,1,1.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"433_1081",433,"1081","Osmia","georgica","female",1.95,1,1.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"434_1625",434,"1625","Osmia","atriventris","female",1.89,1,1.89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"435_1738",435,"1738","Osmia","atriventris","female",2.1,1,2.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"436_2347",436,"2347","Osmia","atriventris","female",1.8,1,1.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"437_1508",437,"1508","Osmia","atriventris","female",1.91,1,1.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"438_1420",438,"1420","Osmia","atriventris","female",1.91,1,1.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"439_1735",439,"1735","Osmia","distincta","male",1.95,1,1.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"44_762",44,"762","Andrena","cressonii","female",1.7,1,1.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"44_tongue2014_44",44,"tongue2014_44","Colletes","inaequalis","female",NULL,NULL,2.711,3.932,2.756,NULL,"",NULL,1.55945029,0.521524118,0.350513614,NULL,"J.Zientek","tongue2014","","","looks like there is a bit of prementum missing▀дсmall bit of the base.","yellow_p",""
"440_1295",440,"1295","Osmia","inspergens","female",2.41,1,2.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"441_1504.1",441,"1504.1","Osmia","pumila","female",1.8,1,1.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"442_1507",442,"1507","Osmia","pumila","female",1.55,1,1.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"443_1631",443,"1631","Osmia","pumila","female",1.53,1,1.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"444_1731",444,"1731","Osmia","pumila","female",1.53,1,1.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"445_1102",445,"1102","Osmia","pumila","female",1.41,1,1.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"446_724",446,"724","Osmia","sandhouseae","male",1.9,1,1.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"447_890",447,"890","Osmia","virga","female",2.23,1,2.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"448_689",448,"689","Osmia","virga","female",2.21,1,2.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"449_1815",449,"1815","Osmia","virga","female",2.45,1,2.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"45_972",45,"972","Andrena","miserabilis","female",1.4,1,1.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"45_tongue2014_45",45,"tongue2014_45","Colletes","inaequalis","female",NULL,NULL,3.094,3.968,2.926,NULL,"",NULL,1.789904044,0.560967119,NULL,NULL,"J.Zientek","tongue2014","","","","",""
"450_1616",450,"1616","Osmia","virga","female",2.25,1,2.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"451_1736",451,"1736","Osmia","virga","female",2.21,1,2.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"452_1474",452,"1474","Panurginus","potentillae","female",1.1,1,1.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"453_1472",453,"1472","Panurginus","potentillae","female",0.9,1,0.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"454_1476",454,"1476","Panurginus","potentillae","female",1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"455_1478",455,"1478","Panurginus","potentillae","female",1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"456_1495",456,"1495","Panurginus","potentillae","female",1.2,1,1.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"457_2660",457,"2660","Peponapis","pruinosa","male",3.3,1,3.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"458_2613",458,"2613","Peponapis","pruinosa","male",2.7,1,2.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"459_2325",459,"2325","Perdita","bradleyi","female",2.23,0.5,1.115,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"46_1096",46,"1096","Andrena","miserabilis","female",1.6,1,1.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"46_tongue2014_46",46,"tongue2014_46","Colletes","inaequalis","female",NULL,NULL,3.14,3.903,2.984,NULL,"",NULL,1.77983216,0.543262008,0.536404915,NULL,"J.Zientek","tongue2014","","","not sure which measurement to use for glossa","",""
"460_3172",460,"3172","Perdita","octomaculata","female",2.25,0.5,1.125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"461_3200",461,"3200","Ptilothrix","bombiformis","female",3.2,1,3.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"462_3187",462,"3187","Ptilothrix","bombiformis","female",2.18,1,2.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"463_3203",463,"3203","Ptilothrix","bombiformis","female",3.48,1,3.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"464_3182",464,"3182","Ptilothrix","bombiformis","female",3.41,1,3.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"465_3199",465,"3199","Ptilothrix","bombiformis","female",3.21,1,3.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"466_2048",466,"2048","Sphecodes","aroniae","female",1.45,1,1.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"467_2059",467,"2059","Sphecodes","aroniae","female",1.62,1,1.62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"468_1304",468,"1304","Sphecodes","aroniae","female",1.58,1,1.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"469_2486",469,"2486","Sphecodes","aroniae","female",1.4,1,1.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"47_969",47,"969","Andrena","miserabilis","female",1.6,1,1.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"47_tongue2014_47",47,"tongue2014_47","Andrena","bisalicis","female",NULL,NULL,1.844,2.76,2.182,NULL,"",NULL,1.324851059,0.274417266,NULL,NULL,"J.Zientek","tongue2014","","","","",""
"470_1307",470,"1307","Sphecodes","aroniae","female",1.41,1,1.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"471_1936",471,"1936","Sphecodes","aroniae","female",1.37,1,1.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"472_1180",472,"1180","Sphecodes","atlantis","female",0.75,1,0.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"473_1505",473,"1505","Sphecodes","atlantis","female",0.9,1,0.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"474_912",474,"912","Sphecodes","carolinus","female",1.2,1,1.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"475_2020",475,"2020","Sphecodes","carolinus","female",2.25,0.5,1.125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"476_1373",476,"1373","Sphecodes","confertus","female",1.65,1,1.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"477_607",477,"607","Sphecodes","confertus","female",1.51,1,1.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"478_617",478,"617","Sphecodes","confertus","female",1.38,1,1.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"479_2561",479,"2561","Sphecodes","confertus","female",1.6,1,1.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"48_2377",48,"2377","Andrena","miserabilis","female",1.4,1,1.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"48_tongue2014_48",48,"tongue2014_48","Colletes","validus","male",NULL,NULL,2.207,3.178,3.007,NULL,"",NULL,2.047,0.81,NULL,NULL,"J.Zientek","tongue2014","","sum of parts","**glossa is almost clear in color. Makes identifying where the glossa begins and ends more difficult. This is probably from soaking in glycerin for a couple weeks.","yellow_p",""
"480_616",480,"616","Sphecodes","confertus","female",1.18,1,1.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"481_651",481,"651","Sphecodes","confertus","female",1.65,1,1.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"482_2265",482,"2265","Sphecodes","davisii","female",3.1,0.5,1.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"483_2562",483,"2562","Sphecodes","mandibularis","female",1.2,1,1.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"484_1637",484,"1637","Sphecodes","mandibularis","female",1.05,1,1.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"485_2119",485,"2119","Sphecodes","mandibularis","female",0.87,1,0.87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"486_1728",486,"1728","Sphecodes","pimpinellae","female",2.67,0.5,1.335,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"487_2403",487,"2403","Stelis","labiata","male",1.59,1,1.59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"488_1824",488,"1824","Xylocopa","virginica","female",6.05,1,6.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"489_2049",489,"2049","Xylocopa","virginica","female",6.1,1,6.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"49_974",49,"974","Andrena","miserabilis","female",1.5,1,1.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"49_tongue2014_49",49,"tongue2014_49","Colletes","inaequalis","female",NULL,NULL,2.998,3.903,2.958,NULL,"",NULL,1.793249039,0.56190567,NULL,NULL,"J.Zientek","tongue2014","","","used the picture x3 glossa (2)","",""
"490_2083",490,"2083","Xylocopa","virginica","female",6.35,1,6.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"491_1328",491,"1328","Xylocopa","virginica","female",6.43,1,6.43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"492_1337",492,"1337","Xylocopa","virginica","female",6.5,1,6.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"493_606",493,"606","Nomada","lepida","female",1.55,1,1.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"494_1576.1",494,"1576.1","Nomada","lepida","female",1.4,1,1.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"495_625",495,"625","Nomada","bella","female",1.15,1,1.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"496_2601",496,"2601","Sphecodes","johnsonii","male",1.1,1,1.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"497_48",497,"48","Hylaeus","mesillae","female",0.85,1,0.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"498_63",498,"63","Hylaeus","mesillae","female",0.8,1,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"499_83",499,"83","Hylaeus","mesillae","female",0.85,1,0.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"5_3209",5,"3209","Agapostemon","splendens","female",2.45,1,2.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"50_769",50,"769","Andrena","miserabilis","female",2.2,1,2.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"50_tongue2014_50",50,"tongue2014_50","Andrena","bradleyi","male",NULL,NULL,1.555,2.272,2.279,NULL,"",NULL,1.645801044,0.574321208,NULL,NULL,"J.Zientek","tongue2014","","","","",""
"500_700",500,"700","Hylaeus","mesillae","female",0.9,1,0.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"501_699",501,"699","Hylaeus","mesillae","female",0.9,1,0.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"502_692",502,"692","Hylaeus","mesillae","female",0.85,1,0.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"503_690",503,"690","Hylaeus","mesillae","female",0.95,1,0.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"504_676",504,"676","Hylaeus","mesillae","female",0.9,1,0.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"505_674",505,"674","Hylaeus","mesillae","female",0.85,1,0.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"506_566",506,"566","Hylaeus","mesillae","female",0.95,1,0.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"507_801",507,"801","Lasioglossum","albipenne","female",1.3,1,1.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"508_803",508,"803","Lasioglossum","albipenne","female",1.1,1,1.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"509_804",509,"804","Lasioglossum","albipenne","female",1.05,1,1.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"51_801",51,"801","Andrena","miserabilis","female",1.9,1,1.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"51_tongue2014_51",51,"tongue2014_51","Colletes","inaequalis","female",NULL,NULL,3.126,4.085,2.865,NULL,"",NULL,1.446783253,0.623202494,NULL,NULL,"J.Zientek","tongue2014","","took sum. Divided by 2 (2nd magnification). ","head measurements taken twice because image wasn•_█t saved first time.  Values in spreadsheet are for second measurement. Took sum of pieces of prementum","",""
"510_806",510,"806","Lasioglossum","albipenne","female",1.2,1,1.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"511_815",511,"815","Lasioglossum","albipenne","female",1.3,1,1.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"512_816",512,"816","Lasioglossum","albipenne","female",1.25,1,1.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"513_817",513,"817","Lasioglossum","albipenne","female",1.35,1,1.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"514_831",514,"831","Lasioglossum","albipenne","female",1.2,1,1.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"515_378",515,"378","Lasioglossum","albipenne","female",1.2,1,1.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"516_191",516,"191","Lasioglossum","albipenne","female",1.3,1,1.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"517_1810",517,"1810","Lasioglossum","black_sp._A_(2005_crops_data_set)","female",1.1,1,1.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"518_NJPA200600742",518,"NJPA200600742","Lasioglossum","cattellae","female",1.05,1,1.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"519_276",519,"276","Lasioglossum","cattellae","female",1.1,1,1.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"52_733",52,"733","Andrena","miserabilis","female",2,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"52_tongue2014_52",52,"tongue2014_52","Colletes","inaequalis","female",NULL,NULL,3.028,4.01,2.826,NULL,"",NULL,1.956327728,0.435569688,0.283718189,NULL,"J.Zientek","tongue2014","","/2 (x2 mag glossa) and /3 (x3mag pre)","","",""
"520_3557",520,"3557","Lasioglossum","cattellae","female",1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"521_1178",521,"1178","Lasioglossum","cattellae","female",0.9,1,0.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"522_1198",522,"1198","Lasioglossum","cattellae","female",1.05,1,1.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"523_1195",523,"1195","Lasioglossum","cattellae","female",1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
