"","gs","uniqueID","sc","year","round","fdate","site","AM_PM","transect","treatment","L_R","genus","species","ssp","sex","detby","Taxonomy_notes","det_date","basicID","non_bee_desc1","plant_code","plant_genus_2013","plant_species_2013","plant_genus","plant_species","genus_species","planted","coll","lat","lon","spec_notes","plant_check1","plant_check2","error_redo","problem.","meanIT","meantongue"
"151","Bombus_griseocollis","NAT.CIG2012_0207","2012_ABC",2012,1,"6/19/12","AB","PM",1,"C","L","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","Asclepias_syriaca","no","GKN",39.772882,-74.772184,"",NA,"","","",4.992607843,9.971809194
"152","Bombus_griseocollis","NAT.CIG2012_0222","2012_ABT",2012,2,"7/9/12","AB","AM",2,"T","L","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","Monarda_fistulosa","yes","DPC",39.780504,-74.767308,"",NA,"","","",4.992607843,9.971809194
"153","Bombus_griseocollis","NAT.CIG2012_0169","2012_ABC",2012,1,"6/19/12","AB","AM",1,"C","R","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","Asclepias_syriaca","no","GKN",39.772882,-74.772184,"",NA,"","","",4.992607843,9.971809194
"154","Bombus_griseocollis","NAT.CIG2012_0223","2012_ABT",2012,2,"7/9/12","AB","AM",2,"T","R","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","Monarda_fistulosa","yes","DPC",39.780504,-74.767308,"",NA,"","","",4.992607843,9.971809194
"155","Bombus_griseocollis","NAT.CIG2012_0629","2012_MAT",2012,2,"6/28/12","MA","PM",2,"T","R","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","BGJ",39.263113,-74.719499,"",NA,"","","",4.992607843,9.971809194
"156","Bombus_griseocollis","NAT.CIG2012_0315","2012_ABC",2012,1,"6/19/12","AB","PM",1,"C","R","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","Asclepias_syriaca","no","GKN",39.772882,-74.772184,"",NA,"","","",4.992607843,9.971809194
"157","Bombus_griseocollis","NAT.CIG2012_0352","2012_ROC",2012,2,"6/26/12","RO","PM",4,"C","R","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","Asclepias_syriaca","no","GKN",40.885194,-75.013669,"",NA,"","","",4.992607843,9.971809194
"158","Bombus_griseocollis","NAT.CIG2012_0559","2012_ABT",2012,2,"7/9/12","AB","PM",2,"T","L","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","Monarda_fistulosa","yes","DPC",39.780504,-74.767308,"",NA,"","","",4.992607843,9.971809194
"159","Bombus_griseocollis","NAT.CIG2012_0274","2012_BWT",2012,3,"8/7/12","BW","PM",4,"T","L","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","Gaillardia_pulchella","yes","GKN",39.536073,-74.932563,"",1,"","","",4.992607843,9.971809194
"160","Bombus_griseocollis","NAT.CIG2012_0358","2012_ROT",2012,1,"6/1/12","RO","AM",3,"T","L","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"COLA5","Coreopsis ","lanceolata","Coreopsis","lanceolata","Coreopsis_lanceolata","yes","GKN",40.884492,-75.012517,"",NA,"","","",4.992607843,9.971809194
"161","Bombus_griseocollis","NAT.CIG2012_0355","2012_ROC",2012,2,"6/26/12","RO","PM",4,"C","L","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","Asclepias_syriaca","no","GKN",40.885194,-75.013669,"",NA,"","","",4.992607843,9.971809194
"162","Bombus_griseocollis","NAT.CIG2012_0259","2012_ALT",2012,3,"7/27/12","AL","PM",3,"T","L","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","GKN",40.926863,-74.813052,"",NA,"","","",4.992607843,9.971809194
"163","Bombus_griseocollis","NAT.CIG2012_0342","2012_BWT",2012,2,"7/2/12","BW","AM",4,"T","L","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","Gaillardia_pulchella","yes","JWB",39.536073,-74.932563,"",NA,"","","",4.992607843,9.971809194
"164","Bombus_griseocollis","NAT.CIG2012_0149","2012_ABC",2012,1,"6/19/12","AB","AM",2,"C","R","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","Asclepias_syriaca","no","DPC",39.772882,-74.772184,"",NA,"","","",4.992607843,9.971809194
"165","Bombus_griseocollis","NAT.CIG2012_0263","2012_BWT",2012,2,"7/2/12","BW","AM",1,"T","R","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","Gaillardia_pulchella","yes","DPC",39.536073,-74.932563,"",NA,"","","",4.992607843,9.971809194
"166","Bombus_griseocollis","NAT.CIG2012_0278","2012_ROC",2012,2,"6/26/12","RO","AM",4,"C","L","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","Asclepias_syriaca","no","GKN",40.885194,-75.013669,"",NA,"","","",4.992607843,9.971809194
"167","Bombus_griseocollis","NAT.CIG2012_0363","2012_ROT",2012,1,"5/31/12","RO","AM",4,"T","L","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"TRRE3","Trifolium","repens","Trifolium","repens","Trifolium_repens","no","GKN",40.884492,-75.012517,"",NA,"","","",4.992607843,9.971809194
"168","Bombus_griseocollis","NAT.CIG2012_0268","2012_BWT",2012,2,"7/2/12","BW","AM",2,"T","R","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","GKN",39.536073,-74.932563,"",NA,"","","",4.992607843,9.971809194
"169","Bombus_griseocollis","NAT.CIG2012_0621","2012_MAT",2012,2,"6/28/12","MA","PM",3,"T","R","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","Monarda_fistulosa","yes","DPC",39.263113,-74.719499,"",NA,"","","",4.992607843,9.971809194
"170","Bombus_griseocollis","NAT.CIG2012_0603","2012_MAT",2012,1,"6/14/12","MA","AM",3,"T","L","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","GKN",39.263113,-74.719499,"",NA,"","","",4.992607843,9.971809194
"171","Bombus_griseocollis","NAT.CIG2012_0623","2012_MAT",2012,2,"6/28/12","MA","PM",3,"T","R","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","Monarda_fistulosa","yes","DPC",39.263113,-74.719499,"",NA,"","","",4.992607843,9.971809194
"172","Bombus_griseocollis","NAT.CIG2012_0592","2012_BWT",2012,2,"7/2/12","BW","AM",3,"T","L","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","Gaillardia_pulchella","yes","BGJ",39.536073,-74.932563,"",NA,"","","",4.992607843,9.971809194
"173","Bombus_griseocollis","NAT.CIG2012_0619","2012_MAT",2012,2,"6/28/12","MA","AM",4,"T","L","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","Monarda_fistulosa","yes","JWB",39.263113,-74.719499,"",NA,"","","",4.992607843,9.971809194
"174","Bombus_griseocollis","NAT.CIG2012_0356","2012_ROC",2012,3,"7/24/12","RO","PM",2,"C","R","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","Monarda_fistulosa","no","BGJ",40.885194,-75.013669,"",NA,"","","",4.992607843,9.971809194
"175","Bombus_griseocollis","NAT.CIG2012_0564","2012_ABT",2012,2,"7/9/12","AB","PM",2,"T","L","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","DPC",39.780504,-74.767308,"",NA,"","","",4.992607843,9.971809194
"176","Bombus_griseocollis","NAT.CIG2012_0630","2012_MAT",2012,2,"6/28/12","MA","PM",4,"T","L","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","JWB",39.263113,-74.719499,"",NA,"","","",4.992607843,9.971809194
"177","Bombus_griseocollis","NAT.CIG2012_0216","2012_ABT",2012,2,"7/9/12","AB","AM",1,"T","R","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","Monarda_fistulosa","yes","BGJ",39.780504,-74.767308,"",NA,"","","",4.992607843,9.971809194
"178","Bombus_griseocollis","NAT.CIG2012_0261","2012_BWT",2012,2,"7/2/12","BW","PM",2,"T","R","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","Gaillardia_pulchella","yes","GKN",39.536073,-74.932563,"",1,"","","",4.992607843,9.971809194
"179","Bombus_griseocollis","NAT.CIG2012_0265","2012_BWT",2012,2,"7/2/12","BW","PM",2,"T","L","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","Gaillardia_pulchella","yes","BGJ",39.536073,-74.932563,"",NA,"","","",4.992607843,9.971809194
"180","Bombus_griseocollis","NAT.CIG2012_0591","2012_BWT",2012,2,"7/2/12","BW","PM",2,"T","R","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","Gaillardia_pulchella","yes","GKN",39.536073,-74.932563,"",1,"","","",4.992607843,9.971809194
"181","Bombus_griseocollis","NAT.CIG2012_0298","2012_ROT",2012,1,"5/31/12","RO","PM",2,"T","R","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"COLA5","Coreopsis ","lanceolata","Coreopsis","lanceolata","Coreopsis_lanceolata","yes","DPC",40.884492,-75.012517,"",NA,"","","",4.992607843,9.971809194
"182","Bombus_griseocollis","NAT.CIG2012_0197","2012_ABC",2012,1,"6/19/12","AB","PM",1,"C","R","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","Asclepias_syriaca","no","GKN",39.772882,-74.772184,"",NA,"","","",4.992607843,9.971809194
"183","Bombus_griseocollis","NAT.CIG2012_0585","2012_BWT",2012,1,"6/15/12","BW","AM",2,"T","R","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","Gaillardia_pulchella","yes","BGJ",39.536073,-74.932563,"",1,"","","",4.992607843,9.971809194
"184","Bombus_griseocollis","NAT.CIG2012_0272","2012_BWT",2012,3,"8/7/12","BW","AM",3,"T","L","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","Gaillardia_pulchella","yes","JWB",39.536073,-74.932563,"",1,"","","",4.992607843,9.971809194
"185","Bombus_griseocollis","NAT.CIG2012_0587","2012_BWT",2012,1,"6/15/12","BW","AM",3,"T","L","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","Gaillardia_pulchella","yes","DPC",39.536073,-74.932563,"",1,"","","",4.992607843,9.971809194
"186","Bombus_griseocollis","NAT.CIG2012_0201","2012_ABC",2012,1,"6/19/12","AB","PM",1,"C","R","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","Asclepias_syriaca","no","GKN",39.772882,-74.772184,"",NA,"","","",4.992607843,9.971809194
"187","Bombus_griseocollis","NAT.CIG2012_0588","2012_BWT",2012,1,"6/15/12","BW","AM",4,"T","R","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","Gaillardia_pulchella","yes","JWB",39.536073,-74.932563,"",1,"","","",4.992607843,9.971809194
"188","Bombus_griseocollis","NAT.CIG2012_0627","2012_MAT",2012,2,"6/28/12","MA","PM",4,"T","L","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","Monarda_fistulosa","yes","JWB",39.263113,-74.719499,"",NA,"","","",4.992607843,9.971809194
"189","Bombus_griseocollis","NAT.CIG2012_0568","2012_MAT",2012,1,"6/14/12","MA","AM",1,"T","L","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"TRRE3","Trifolium","repens","Trifolium","repens","Trifolium_repens","no","BGJ",39.263113,-74.719499,"",NA,"","","",4.992607843,9.971809194
"190","Bombus_griseocollis","NAT.CIG2012_0242","2012_ABT",2012,2,"7/9/12","AB","PM",2,"T","R","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","Monarda_fistulosa","yes","DPC",39.780504,-74.767308,"",NA,"","","",4.992607843,9.971809194
"191","Bombus_griseocollis","NAT.CIG2012_0323","2012_ABT",2012,1,"6/19/12","AB","AM",1,"T","L","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"TRAR4","Trifolium","arvense","Trifolium","arvense","Trifolium_arvense","no","GKN",39.780504,-74.767308,"",NA,"","","",4.992607843,9.971809194
"192","Bombus_griseocollis","NAT.CIG2012_0324","2012_ABT",2012,1,"6/19/12","AB","AM",1,"T","R","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"TRAR4","Trifolium","arvense","Trifolium","arvense","Trifolium_arvense","no","GKN",39.780504,-74.767308,"",NA,"","","",4.992607843,9.971809194
"193","Bombus_griseocollis","NAT.CIG2012_0209","2012_ABC",2012,1,"6/19/12","AB","PM",1,"C","L","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","Asclepias_syriaca","no","GKN",39.772882,-74.772184,"",NA,"","","",4.992607843,9.971809194
"194","Bombus_griseocollis","NAT.CIG2012_0210","2012_ABC",2012,1,"6/19/12","AB","PM",1,"C","L","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","Asclepias_syriaca","no","GKN",39.772882,-74.772184,"",NA,"","","",4.992607843,9.971809194
"195","Bombus_griseocollis","NAT.CIG2012_0322","2012_ABT",2012,1,"6/19/12","AB","AM",2,"T","L","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"TRAR4","Trifolium","arvense","Trifolium","arvense","Trifolium_arvense","no","DPC",39.780504,-74.767308,"",NA,"","","",4.992607843,9.971809194
"196","Bombus_griseocollis","NAT.CIG2012_0258","2012_ALT",2012,3,"7/27/12","AL","PM",2,"T","R","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","DPC",40.926863,-74.813052,"",NA,"","","",4.992607843,9.971809194
"197","Bombus_griseocollis","NAT.CIG2012_0337","2012_ABT",2012,2,"7/9/12","AB","PM",2,"T","R","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","Monarda_fistulosa","yes","DPC",39.780504,-74.767308,"",NA,"","","",4.992607843,9.971809194
"198","Bombus_griseocollis","NAT.CIG2012_0275","2012_ROC",2012,2,"6/26/12","RO","AM",3,"C","R","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","Asclepias_syriaca","no","GKN",40.885194,-75.013669,"",NA,"","","",4.992607843,9.971809194
"199","Bombus_griseocollis","NAT.CIG2012_0325","2012_ABT",2012,1,"6/19/12","AB","AM",3,"T","L","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"TRAR4","Trifolium","arvense","Trifolium","arvense","Trifolium_arvense","no","JWB",39.780504,-74.767308,"",NA,"","","",4.992607843,9.971809194
"200","Bombus_griseocollis","NAT.CIG2012_0276","2012_ROC",2012,2,"6/26/12","RO","AM",3,"C","R","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","Asclepias_syriaca","no","GKN",40.885194,-75.013669,"",NA,"","","",4.992607843,9.971809194
"201","Bombus_griseocollis","NAT.CIG2012_0255","2012_ALT",2012,3,"7/27/12","AL","PM",3,"T","R","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","GKN",40.926863,-74.813052,"",NA,"","","",4.992607843,9.971809194
"202","Bombus_griseocollis","NAT.CIG2012_0362","2012_ROT",2012,1,"5/31/12","RO","AM",2,"T","L","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"TRRE3","Trifolium","repens","Trifolium","repens","Trifolium_repens","no","DPC",40.884492,-75.012517,"",NA,"","","",4.992607843,9.971809194
"203","Bombus_griseocollis","NAT.CIG2012_0256","2012_ALT",2012,3,"7/27/12","AL","AM",2,"T","R","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","DPC",40.926863,-74.813052,"",NA,"","","",4.992607843,9.971809194
"204","Bombus_griseocollis","NAT.CIG2012_0162","2012_ABC",2012,1,"6/19/12","AB","AM",2,"C","L","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","Asclepias_syriaca","no","DPC",39.772882,-74.772184,"",NA,"","","",4.992607843,9.971809194
"205","Bombus_griseocollis","NAT.CIG2012_0600","2012_MAT",2012,1,"6/14/12","MA","PM",4,"T","L","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"ASTU","Asclepias","tuberosa","Asclepias","tuberosa","Asclepias_tuberosa","yes","DPC",39.263113,-74.719499,"",NA,"","","",4.992607843,9.971809194
"206","Bombus_griseocollis","NAT.CIG2012_0250","2012_ALT",2012,1,"6/13/12","AL","PM",2,"T","R","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"LEVU","Leucanthemum","vulgare","Leucanthemum","vulgare","Leucanthemum_vulgare","yes","GKN",40.926863,-74.813052,"",NA,"","","",4.992607843,9.971809194
"207","Bombus_griseocollis","NAT.CIG2012_0267","2012_BWT",2012,2,"7/2/12","BW","AM",2,"T","R","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","GKN",39.536073,-74.932563,"",NA,"","","",4.992607843,9.971809194
"208","Bombus_griseocollis","NAT.CIG2012_0577","2012_MAT",2012,2,"6/28/12","MA","PM",3,"T","R","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","Monarda_fistulosa","yes","DPC",39.263113,-74.719499,"",NA,"","","",4.992607843,9.971809194
"209","Bombus_griseocollis","NAT.CIG2012_0249","2012_ABT",2012,2,"7/9/12","AB","AM",3,"T","R","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","BGJ",39.780504,-74.767308,"",NA,"","","",4.992607843,9.971809194
"210","Bombus_griseocollis","NAT.CIG2012_0607","2012_MAT",2012,2,"6/28/12","MA","AM",4,"T","L","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"HEHE5","Heliopsis","helianthoides","Heliopsis","helianthoides","Heliopsis_helianthoides","yes","JWB",39.263113,-74.719499,"",NA,"","","",4.992607843,9.971809194
"211","Bombus_griseocollis","NAT.CIG2012_0156","2012_ABC",2012,1,"6/19/12","AB","AM",2,"C","L","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","Asclepias_syriaca","no","DPC",39.772882,-74.772184,"",NA,"","","",4.992607843,9.971809194
"212","Bombus_griseocollis","NAT.CIG2012_0608","2012_MAT",2012,2,"6/28/12","MA","AM",2,"T","R","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","Monarda_fistulosa","yes","BGJ",39.263113,-74.719499,"",NA,"","","",4.992607843,9.971809194
"213","Bombus_griseocollis","NAT.CIG2012_0624","2012_MAT",2012,2,"6/28/12","MA","PM",3,"T","L","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","Monarda_fistulosa","yes","DPC",39.263113,-74.719499,"",NA,"","","",4.992607843,9.971809194
"214","Bombus_griseocollis","NAT.CIG2012_0346","2012_ROC",2012,2,"6/26/12","RO","AM",4,"C","R","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","Asclepias_syriaca","no","GKN",40.885194,-75.013669,"",NA,"","","",4.992607843,9.971809194
"215","Bombus_griseocollis","NAT.CIG2012_0307","2012_MAT",2012,1,"6/14/12","MA","AM",1,"T","R","Bombus","griseocollis","","q","J.Ascher","","0000-00-00","bee",NA,"TRPR2","Trifolium","pratense","Trifolium","pratense","Trifolium_pratense","no","BGJ",39.263113,-74.719499,"",NA,"","","",4.992607843,9.971809194
"216","Bombus_griseocollis","NAT.CIG2012_0611","2012_MAT",2012,2,"6/28/12","MA","AM",3,"T","L","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","Monarda_fistulosa","yes","DPC",39.263113,-74.719499,"",NA,"","","",4.992607843,9.971809194
"217","Bombus_griseocollis","NAT.CIG2012_0612","2012_MAT",2012,2,"6/28/12","MA","AM",3,"T","R","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","Monarda_fistulosa","yes","DPC",39.263113,-74.719499,"",NA,"","","",4.992607843,9.971809194
"218","Bombus_griseocollis","NAT.CIG2012_0217","2012_ABT",2012,2,"7/9/12","AB","AM",1,"T","L","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","Monarda_fistulosa","yes","BGJ",39.780504,-74.767308,"",NA,"","","",4.992607843,9.971809194
"219","Bombus_griseocollis","NAT.CIG2012_0286","2012_ROC",2012,2,"6/26/12","RO","PM",3,"C","R","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","Asclepias_syriaca","no","GKN",40.885194,-75.013669,"",NA,"","","",4.992607843,9.971809194
"220","Bombus_griseocollis","NAT.CIG2012_0287","2012_ROC",2012,2,"6/26/12","RO","PM",3,"C","R","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","Asclepias_syriaca","no","GKN",40.885194,-75.013669,"",NA,"","","",4.992607843,9.971809194
"221","Bombus_griseocollis","NAT.CIG2012_0634","2012_MAT",2012,2,"6/28/12","MA","PM",1,"T","L","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"TRPR2","Trifolium","pratense","Trifolium","pratense","Trifolium_pratense","no","GKN",39.263113,-74.719499,"",NA,"","","",4.992607843,9.971809194
"222","Bombus_griseocollis","NAT.CIG2012_0347","2012_ROC",2012,2,"6/26/12","RO","PM",3,"C","R","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","Asclepias_syriaca","no","GKN",40.885194,-75.013669,"",NA,"","","",4.992607843,9.971809194
"223","Bombus_griseocollis","NAT.CIG2012_0191","2012_ABC",2012,1,"6/19/12","AB","PM",2,"C","L","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","Asclepias_syriaca","no","DPC",39.772882,-74.772184,"",NA,"","","",4.992607843,9.971809194
"224","Bombus_griseocollis","NAT.CIG2012_0192","2012_ABC",2012,1,"6/19/12","AB","PM",2,"C","L","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","Asclepias_syriaca","no","DPC",39.772882,-74.772184,"",NA,"","","",4.992607843,9.971809194
"225","Bombus_griseocollis","NAT.CIG2012_0266","2012_BWT",2012,2,"7/2/12","BW","PM",4,"T","R","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","Gaillardia_pulchella","yes","JWB",39.536073,-74.932563,"",NA,"","","",4.992607843,9.971809194
"226","Bombus_griseocollis","NAT.CIG2012_0237","2012_ABT",2012,2,"7/9/12","AB","PM",1,"T","L","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","Monarda_fistulosa","yes","BGJ",39.780504,-74.767308,"",NA,"","","",4.992607843,9.971809194
"227","Bombus_griseocollis","NAT.CIG2012_0626","2012_MAT",2012,2,"6/28/12","MA","PM",4,"T","R","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","Monarda_fistulosa","yes","JWB",39.263113,-74.719499,"",NA,"","","",4.992607843,9.971809194
"228","Bombus_griseocollis","NAT.CIG2012_0336","2012_ABT",2012,2,"7/9/12","AB","PM",3,"T","L","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","Monarda_fistulosa","yes","BGJ",39.780504,-74.767308,"",NA,"","","",4.992607843,9.971809194
"229","Bombus_griseocollis","NAT.CIG2012_0238","2012_ABT",2012,2,"7/9/12","AB","PM",1,"T","L","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","Monarda_fistulosa","yes","BGJ",39.780504,-74.767308,"",NA,"","","",4.992607843,9.971809194
"230","Bombus_griseocollis","NAT.CIG2012_0628","2012_MAT",2012,2,"6/28/12","MA","PM",4,"T","L","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","Monarda_fistulosa","yes","JWB",39.263113,-74.719499,"",NA,"","","",4.992607843,9.971809194
