"","genus_species","gs","X","uniqueID","sc","year","round","fdate","site","AM_PM","transect","treatment","L_R","genus","species","ssp","sex","detby","Taxonomy_notes","det_date","basicID","non_bee_desc1","plant_code.x","plant_genus_2013","plant_species_2013","plant_genus.x","plant_species.x","planted","coll","lat","lon","spec_notes","plant_check1","plant_check2","error_redo","problem.","Problem","status","project","meanIT","meantongue","plant_code.y","depth","width","plant_genus.y","plant_species.y"
"61","Monarda_fistulosa","Bombus_griseocollis",6128,"XCIG2015_5942","2015_DRT",2015,2,"7/16/15","DR","AM",2,"T",NA,"Bombus","griseocollis",NA,"m","J. Gibbs","","11/11/15","bee",22,"MOFI",NA,NA,"Monarda","fistulosa",NA,"JZ",40.29845,-74.56289,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"62","Monarda_fistulosa","Bombus_impatiens",9473,"NCIG2013_6216","2013_RandLT",2013,3,"8/5/13","RL","AM",4,"T","L","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","GP",39.856018,-77.373964,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"63","Monarda_fistulosa","Bombus_impatiens",8294,"NCIG2013_4036","2013_RandLT",2013,2,"7/16/13","RL","PM",3,"T","L","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","MR",39.856018,-77.373964,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"64","Monarda_fistulosa","Bombus_griseocollis",3129,"XCIG2014_1491","2014_ABT",2014,2,"7/5/14","AB","AM",1,"T","NULL","Bombus","griseocollis",NA,"f","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"MR",39.780504,-74.767308,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"65","Monarda_fistulosa","Bombus_perplexus",8237,"NCIG2013_4131","2013_RandLT",2013,2,"7/16/13","RL","AM",4,"T","L","Bombus","perplexus",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","JZ",39.856018,-77.373964,"",3,NA,"","",NA,"KEPT","Davis_CIG",4.127037736,8.306011073,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"66","Monarda_fistulosa","Bombus_griseocollis",226,"NAT.CIG2012_0231","2012_ABT",2012,2,"7/9/12","AB","AM",4,"T","L","Bombus","griseocollis","","m","J.Ascher","","11/11/12","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","DPC",39.780504,-74.767308,"",NA,"","","",NA,"CHECK","Davis_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"67","Monarda_fistulosa","Bombus_bimaculatus",7631,"NCIG2013_3106","2013_FHC",2013,2,"7/8/13","FH","AM",3,"C","R","Bombus","bimaculatus",NA,"m","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","no","GP",40.694391,-74.754039,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"68","Monarda_fistulosa","Bombus_impatiens",8652,"NCIG2013_4651","2013_DandRT",2013,3,"7/24/13","DR","PM",1,"T","L","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","MR",40.298445,-74.56289,"",3,NA,"","",NA,"CHECK","Davis_NJ_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"69","Monarda_fistulosa","Bombus_impatiens",9665,"NCIG2013_6380","2013_RandLT",2013,3,"8/5/13","RL","PM",4,"T","L","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","GP",39.856018,-77.373964,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"70","Monarda_fistulosa","Bombus_bimaculatus",102,"NAT.CIG2012_0107","2012_MAT",2012,2,"6/28/12","MA","PM",1,"T","L","Bombus","bimaculatus","","m","J.Ascher","","11/11/12","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","GKN",39.263113,-74.719499,"",NA,"","","",NA,"CHECK","Davis_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"71","Monarda_fistulosa","Bombus_bimaculatus",3312,"XCIG2014_1684","2014_DRT",2014,2,"7/7/14","DR","PM",1,"T","NULL","Bombus","bimaculatus",NA,"f","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"MR",40.298445,-74.56289,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"72","Monarda_fistulosa","Bombus_impatiens",9613,"NCIG2013_5083","2013_RandLT",2013,3,"8/5/13","RL","PM",3,"T","L","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","MR",39.856018,-77.373964,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"73","Monarda_fistulosa","Bombus_impatiens",3307,"XCIG2014_1679","2014_DRT",2014,2,"7/7/14","DR","PM",1,"T","NULL","Bombus","impatiens",NA,"f","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"MR",40.298445,-74.56289,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"74","Monarda_fistulosa","Augochlorella_aurata",8019,"NCIG2013_2907","2013_MUT",2013,2,"7/9/13","MU","PM",4,"T","L","Augochlorella","aurata",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","JZ",40.610223,-74.908613,"",3,NA,"","",NA,"KEPT","Davis_CIG",1.488846154,2.022157213,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"75","Monarda_fistulosa","Bombus_bimaculatus",5967,"XCIG2015_5609","2015_FHT",2015,2,"7/10/15","FH","AM",2,"T",NA,"Bombus","bimaculatus",NA,"f","J. Gibbs","","11/11/15","bee",22,"MOFI",NA,NA,"Monarda","fistulosa",NA,"ES",40.69558,-74.75584,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"76","Monarda_fistulosa","Bombus_griseocollis",5923,"XCIG2015_5692","2015_FHC",2015,2,"7/10/15","FH","PM",2,"C",NA,"Bombus","griseocollis",NA,"f","J. Gibbs","","11/11/15","bee",22,"MOFI",NA,NA,"Monarda","fistulosa",NA,"ES",40.69439,-74.75404,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"77","Monarda_fistulosa","Bombus_fervidus",5713,"XCIG2015_5519","2015_ABT",2015,2,"6/30/15","AB","AM",2,"T",NA,"Bombus","fervidus",NA,"f","J. Gibbs","","11/11/15","bee",22,"MOFI",NA,NA,"Monarda","fistulosa",NA,"ES",39.7805,-74.76731,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",3.792222222,7.658040011,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"78","Monarda_fistulosa","Bombus_griseocollis",7850,"NCIG2013_3719","2013_FHT",2013,2,"7/8/13","FH","PM",4,"T","R","Bombus","griseocollis",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","SM",40.695583,-74.755843,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"79","Monarda_fistulosa","Bombus_bimaculatus",7731,"NCIG2013_3158","2013_FHT",2013,2,"7/8/13","FH","AM",4,"T","L","Bombus","bimaculatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","SM",40.695583,-74.755843,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"80","Monarda_fistulosa","Bombus_bimaculatus",7662,"NCIG2013_3779","2013_FHC",2013,2,"7/8/13","FH","PM",3,"C","L","Bombus","bimaculatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","no","GP",40.694391,-74.754039,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"81","Monarda_fistulosa","Bombus_impatiens",1854,"NAT.CIG2012_0501","2012_ROC",2012,3,"7/24/12","RO","AM",1,"C","R","Bombus","impatiens","","f","J.Ascher","","11/11/12","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","no","JWB",40.885194,-75.013669,"",NA,"","","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"82","Monarda_fistulosa","Bombus_impatiens",8587,"NCIG2013_7127","2013_DandRT",2013,3,"7/24/13","DR","AM",2,"T","R","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","SM",40.298445,-74.56289,"",3,NA,"2ndp","",NA,"CHECK","Davis_NJ_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"83","Monarda_fistulosa","Bombus_impatiens",1853,"NAT.CIG2012_0500","2012_ROC",2012,3,"7/24/12","RO","AM",1,"C","R","Bombus","impatiens","","f","J.Ascher","","11/11/12","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","no","JWB",40.885194,-75.013669,"",NA,"","","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"84","Monarda_fistulosa","Bombus_impatiens",9631,"NCIG2013_5101","2013_RandLT",2013,3,"8/5/13","RL","PM",3,"T","L","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","MR",39.856018,-77.373964,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"85","Monarda_fistulosa","Bombus_impatiens",9666,"NCIG2013_6381","2013_RandLT",2013,3,"8/5/13","RL","PM",4,"T","L","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","GP",39.856018,-77.373964,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"86","Monarda_fistulosa","Augochlorella_persimilis",3858,"XCIG2014_2330","2014_FHC",2014,2,"7/18/14","FH","AM",1,"C","NULL","Augochlorella","persimilis",NA,"f","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"KH",40.694391,-74.754039,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",1.27,1.735923804,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"87","Monarda_fistulosa","Halictus_ligatus",8868,"NCIG2013_5011","2013_FHT",2013,3,"7/26/13","FH","AM",4,"T","R","Halictus","ligatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","SM",40.695583,-74.755843,"",3,NA,"","",NA,"KEPT","Davis_CIG",1.82,2.452153309,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"88","Monarda_fistulosa","Bombus_griseocollis",5990,"XCIG2015_5589","2015_FHC",2015,2,"7/10/15","FH","AM",2,"C",NA,"Bombus","griseocollis",NA,"f","J. Gibbs","","11/11/15","bee",22,"MOFI",NA,NA,"Monarda","fistulosa",NA,"ES",40.69439,-74.75404,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"89","Monarda_fistulosa","Bombus_bimaculatus",8505,"NCIG2013_3343","2013_SHT",2013,2,"7/14/13","SH","PM",4,"T","R","Bombus","bimaculatus",NA,"m","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","GP",39.330081,-75.251231,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"90","Monarda_fistulosa","Bombus_griseocollis",1659,"NAT.CIG2012_0305","2012_ABT",2012,2,"7/9/12","AB","PM",4,"T","L","Bombus","griseocollis","","q","J.Ascher","","11/11/12","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","DPC",39.780504,-74.767308,"",NA,"","","",NA,"CHECK","Davis_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"91","Monarda_fistulosa","Bombus_griseocollis",8215,"NCIG2013_4145","2013_RandLT",2013,2,"7/16/13","RL","AM",3,"T","R","Bombus","griseocollis",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","MR",39.856018,-77.373964,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"92","Monarda_fistulosa","Bombus_griseocollis",8108,"NCIG2013_2955","2013_PUT",2013,2,"7/15/13","PU","PM",2,"T","R","Bombus","griseocollis",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","GP",39.951065,-77.241008,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"93","Monarda_fistulosa","Bombus_bimaculatus",7634,"NCIG2013_3109","2013_FHC",2013,2,"7/8/13","FH","AM",3,"C","R","Bombus","bimaculatus",NA,"m","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","no","GP",40.694391,-74.754039,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"94","Monarda_fistulosa","Bombus_bimaculatus",11555,"XCIG2013_2421","2013_ABT",2013,2,"6/27/13","AB","PM",2,"T","","Bombus","bimaculatus",NA,"m","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","JZ",39.780504,-74.767308,"",3,NA,"",NA,NA,"CHECK","Davis_NJ_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"95","Monarda_fistulosa","Bombus_bimaculatus",10383,"XCIG2013_5919","2013_MAT",2013,2,"7/5/13","MA","PM",1,"T","","Bombus","bimaculatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","SM",39.263113,-74.719499,"",3,NA,"",NA,NA,"CHECK","Davis_NJ_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"96","Monarda_fistulosa","Bombus_impatiens",9089,"NCIG2013_6597","2013_MUT",2013,3,"8/16/13","MU","PM",1,"T","L","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","AC",40.610223,-74.908613,"",3,NA,"","",NA,"CHECK","Davis_NJ_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"97","Monarda_fistulosa","Bombus_impatiens",8562,"NCIG2013_7149","2013_DandRT",2013,3,"7/24/13","DR","AM",1,"T","R","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","MR",40.298445,-74.56289,"",3,NA,"2ndp","",NA,"CHECK","Davis_NJ_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"98","Monarda_fistulosa","Augochlorella_persimilis",3883,"XCIG2014_2360","2014_FHC",2014,2,"7/18/14","FH","AM",2,"C","NULL","Augochlorella","persimilis",NA,"f","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"MR",40.694391,-74.754039,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",1.27,1.735923804,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"99","Monarda_fistulosa","Ceratina_calcarata",6457,"XCIG2015_6385","2015_FHC",2015,3,"7/28/15","FH","AM",1,"C",NA,"Ceratina","calcarata",NA,"f","J. Gibbs","","11/11/15","bee",28,"MOFI",NA,NA,"Monarda","fistulosa",NA,"JZ",40.69439,-74.75404,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",1.261979592,2.663114517,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"100","Monarda_fistulosa","Bombus_griseocollis",216,"NAT.CIG2012_0221","2012_ABT",2012,2,"7/9/12","AB","AM",2,"T","L","Bombus","griseocollis","","m","J.Ascher","","11/11/12","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","DPC",39.780504,-74.767308,"",NA,"","","",NA,"CHECK","Davis_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"101","Monarda_fistulosa","Bombus_impatiens",8838,"NCIG2013_3824","2013_FHT",2013,3,"7/26/13","FH","AM",1,"T","L","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","MR",40.695583,-74.755843,"",3,NA,"","",NA,"CHECK","Davis_NJ_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"102","Monarda_fistulosa","Bombus_bimaculatus",3128,"XCIG2014_1490","2014_ABT",2014,2,"7/5/14","AB","AM",1,"T","NULL","Bombus","bimaculatus",NA,"m","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"MR",39.780504,-74.767308,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"103","Monarda_fistulosa","Bombus_bimaculatus",3248,"XCIG2014_1617","2014_DRT",2014,2,"7/7/14","DR","AM",2,"T","NULL","Bombus","bimaculatus",NA,"f","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"MR",40.298445,-74.56289,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"104","Monarda_fistulosa","Bombus_impatiens",504,"NAT.CIG2012_0510","2012_ROT",2012,3,"7/24/12","RO","AM",2,"T","R","Bombus","impatiens","","f","J.Ascher","","11/11/12","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","BGJ",40.884492,-75.012517,"",NA,"","","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"105","Monarda_fistulosa","Bombus_impatiens",9421,"NCIG2013_6180","2013_RandLT",2013,3,"8/5/13","RL","AM",3,"T","L","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","GP",39.856018,-77.373964,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"106","Monarda_fistulosa","Bombus_impatiens",4766,"XCIG2014_3294","2014_ROT",2014,4,"8/25/14","RO","AM",2,"T","NULL","Bombus","impatiens",NA,"f","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"KH",40.884492,-75.012517,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"107","Monarda_fistulosa","Bombus_impatiens",9462,"NCIG2013_6369","2013_RandLT",2013,3,"8/5/13","RL","AM",3,"T","R","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","MR",39.856018,-77.373964,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"108","Monarda_fistulosa","Bombus_bimaculatus",5697,"XCIG2015_5498","2015_ABT",2015,2,"6/30/15","AB","PM",1,"T",NA,"Bombus","bimaculatus",NA,"m","J. Gibbs","","11/11/15","bee",22,"MOFI",NA,NA,"Monarda","fistulosa",NA,"ES",39.7805,-74.76731,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"109","Monarda_fistulosa","Bombus_impatiens",9584,"NCIG2013_5047","2013_RandLT",2013,3,"8/5/13","RL","PM",3,"T","R","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","MR",39.856018,-77.373964,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"110","Monarda_fistulosa","Bombus_impatiens",9343,"NCIG2013_6328","2013_RandLT",2013,3,"8/5/13","RL","AM",1,"T","L","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","JZ",39.856018,-77.373964,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"111","Monarda_fistulosa","Bombus_griseocollis",8891,"NCIG2013_5868","2013_FHT",2013,3,"7/26/13","FH","PM",1,"T","L","Bombus","griseocollis",NA,"m","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","MR",40.695583,-74.755843,"",3,NA,"","",NA,"CHECK","Davis_NJ_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"112","Monarda_fistulosa","Bombus_impatiens",3881,"XCIG2014_2358","2014_FHC",2014,2,"7/18/14","FH","AM",2,"C","NULL","Bombus","impatiens",NA,"f","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"MR",40.694391,-74.754039,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"113","Monarda_fistulosa","Bombus_impatiens",8010,"NCIG2013_2886","2013_MUT",2013,2,"7/9/13","MU","PM",3,"T","L","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","GP",40.610223,-74.908613,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"114","Monarda_fistulosa","Bombus_fervidus",7623,"NCIG2013_3217","2013_FHC",2013,2,"7/8/13","FH","AM",2,"C","R","Bombus","fervidus",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","no","MR",40.694391,-74.754039,"",3,NA,"","",NA,"KEPT","Davis_NJ_CIG",3.792222222,7.658040011,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"115","Monarda_fistulosa","Bombus_bimaculatus",3624,"XCIG2014_2021","2014_BWT",2014,2,"7/12/14","BW","AM",2,"T","NULL","Bombus","bimaculatus",NA,"m","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"MR",39.536073,-74.932563,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"116","Monarda_fistulosa","Bombus_bimaculatus",1460,"NAT.CIG2012_0106","2012_MAT",2012,2,"6/28/12","MA","PM",3,"T","L","Bombus","bimaculatus","","m","J.Ascher","","11/11/12","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","DPC",39.263113,-74.719499,"",NA,"","","",NA,"CHECK","Davis_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"117","Monarda_fistulosa","Bombus_impatiens",4315,"XCIG2014_2826","2014_ABT",2014,3,"7/30/14","AB","AM",1,"T","NULL","Bombus","impatiens",NA,"f","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"MR",39.780504,-74.767308,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"118","Monarda_fistulosa","Bombus_impatiens",8863,"NCIG2013_4994","2013_FHT",2013,3,"7/26/13","FH","AM",3,"T","L","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","MR",40.695583,-74.755843,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"119","Monarda_fistulosa","Bombus_pensylvanicus",3418,"XCIG2014_1797","2014_SHT",2014,2,"7/11/14","SH","PM",1,"T","NULL","Bombus","pensylvanicus",NA,"f","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"MR",39.330081,-75.251231,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",4.91474359,9.822463729,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"120","Monarda_fistulosa","Augochlorella_aurata",6121,"XCIG2015_6017","2015_DRT",2015,2,"7/16/15","DR","PM",2,"T",NA,"Augochlorella","aurata",NA,"f","J. Gibbs","","11/11/15","bee",40,"MOFI",NA,NA,"Monarda","fistulosa",NA,"JZ",40.29845,-74.56289,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",1.488846154,2.022157213,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"121","Monarda_fistulosa","Bombus_impatiens",9476,"NCIG2013_6219","2013_RandLT",2013,3,"8/5/13","RL","AM",4,"T","L","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","GP",39.856018,-77.373964,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
